Comunidades y Ciudades Autónomas;Periodo;Total
14 Murcia, Región de;2018;5,99
14 Murcia, Región de;2017;-0,68
14 Murcia, Región de;2016;0,75
14 Murcia, Región de;2015;-1,29
14 Murcia, Región de;2014;-2,88
14 Murcia, Región de;2013;-5,29
14 Murcia, Región de;2012;-4,72
14 Murcia, Región de;2011;-4,34
14 Murcia, Región de;2010;-3,81
14 Murcia, Región de;2009;-0,88
14 Murcia, Región de;2008;6,48
15 Navarra, Comunidad Foral de;2021;2,93
15 Navarra, Comunidad Foral de;2020;3,21
15 Navarra, Comunidad Foral de;2019;9,80
15 Navarra, Comunidad Foral de;2018;9,02
15 Navarra, Comunidad Foral de;2017;4,71
15 Navarra, Comunidad Foral de;2016;2,39
15 Navarra, Comunidad Foral de;2015;-0,61
15 Navarra, Comunidad Foral de;2014;-2,20
15 Navarra, Comunidad Foral de;2013;-4,99
15 Navarra, Comunidad Foral de;2012;-4,79
15 Navarra, Comunidad Foral de;2011;-2,11
15 Navarra, Comunidad Foral de;2010;-1,95
15 Navarra, Comunidad Foral de;2009;0,59
15 Navarra, Comunidad Foral de;2008;7,76
16 País Vasco;2021;1,20
16 País Vasco;2020;3,45
16 País Vasco;2019;8,10
16 País Vasco;2018;5,86
16 País Vasco;2017;3,58
16 País Vasco;2016;1,90
16 País Vasco;2015;-0,11
16 País Vasco;2014;-2,16
16 País Vasco;2013;-5,63
16 País Vasco;2012;-5,13
16 País Vasco;2011;-3,60
16 País Vasco;2010;-2,18
16 País Vasco;2009;-0,95
16 País Vasco;2008;3,97
17 Rioja, La;2021;2,52
17 Rioja, La;2020;4,25
17 Rioja, La;2019;8,00
17 Rioja, La;2018;4,47
17 Rioja, La;2017;2,33
17 Rioja, La;2016;1,26
17 Rioja, La;2015;-0,65
17 Rioja, La;2014;-4,07
17 Rioja, La;2013;-10,03
17 Rioja, La;2012;-6,77
17 Rioja, La;2011;-1,19
17 Rioja, La;2010;-0,16
17 Rioja, La;2009;-2,95
17 Rioja, La;2008;4,65
18 Ceuta;2021;6,30
18 Ceuta;2020;4,29
18 Ceuta;2019;1,76
18 Ceuta;2018;-1,28
18 Ceuta;2017;2,25
18 Ceuta;2016;2,58
18 Ceuta;2015;1,35
18 Ceuta;2014;-2,07
18 Ceuta;2013;-8,09
18 Ceuta;2012;0,21
18 Ceuta;2011;7,08
18 Ceuta;2010;7,28
18 Ceuta;2009;5,26
18 Ceuta;2008;4,86
19 Melilla;2021;4,74
19 Melilla;2020;3,59
19 Melilla;2019;8,83
19 Melilla;2018;4,10
19 Melilla;2017;1,69
19 Melilla;2016;-0,20
19 Melilla;2015;0,17
19 Melilla;2014;-6,58
19 Melilla;2013;-15,92
19 Melilla;2012;-7,67
19 Melilla;2011;5,53
19 Melilla;2010;4,80
19 Melilla;2009;6,16
19 Melilla;2008;9,48
